"CD_MUNICIPIO";"NOME_MUNICIPIO"
"31911300";"Obrigações Patronais"
"31911301";"Contribuição para o Regime Geral de Previdência (INSS)"
"31911302";"Contribuição para o Regime Próprio de Previdência do Servidor (RPPS)"
"31911303";"Contribuição para Assistência Social do Servidor"
"31911304";"Contribuição para o FGTS"
"31911305";"Juros e Multa por Atraso no Pagamento"
"31911309";"Outros Encargos Patronais"
"31911600";"Pessoal Civil"
"31913400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"31913401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"31913402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"31913403";"Pessoa Física"
"31913404";"Obra"
"31913406";"Pessoa Jurídica"
"31916700";"Depósitos Compulsórios"
"31919100";"Sentenças Judiciais"
"31919200";"Despesas de Exercícios Anteriores"
"31919400";"Indenizações e Restituições Trabalhistas"
"31919600";"Ressarcimento de Despesas de Pessoal Requisitado"
"31920000";"Aplicação Direta de Recursos Recebidos de Outros Entes da Federação Decorrentes de Delegação ou Desc"
"31920100";"Aposentadorias, Reserva Remunerada e Reformas"
"31920101";"Pagos com Recursos Vinculados (RPPS)"
"31920102";"Pagos com Recursos do Tesouro Municipal"
"31920300";"Pensões do RPPS e do militar"
"31920301";"Pagas com Recursos Vinculado (RPPS)"
"31920302";"Pagas com Recursos do Tesouro Municipal"
"31920400";"Contratação por Tempo Determinado"
"31920500";"Outros Benefícios Previdenciários do Servidor do Militar"
"31920700";"Contribuição a Entidades Fechadas de Previdência"
"31920800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"31921000";"Outros Benefícios de Natureza Social"
"31921100";"Pessoal Civil"
"31921101";"Vencimento e vantagens fixas Pessoal Civil (Vencimento Básico)"
"31921102";"Convocação Extraordinária (Inciso II, §6º, art. 57 da CF)"
"31921103";"Vencimento e vantagens fixas Pessoal Civil (Horas Extras)"
"31921104";"Pessoal Civil (Gratificações)"
"31921200";"Pessoal Militar"
"31921300";"Obrigações Patronais"
"31921301";"Contribuição para o Regime Geral de Previdência (INSS)"
"31921302";"Contribuição para o Regime Próprio de Previdência do Servidor (RPPS)"
"31921303";"Contribuição para Assistência Social do Servidor"
"31921304";"Contribuição para o FGTS"
"31921305";"Juros e Multa por Atraso no Pagamento"
"31921309";"Outros Encargos Patronais"
"31921600";"Pessoal Civil"
"31921700";"Pessoal Militar"
"31923400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"31923401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"31923402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"31923403";"Pessoa Física"
"31923404";"Obra"
"31923406";"Pessoa Jurídica"
"31926700";"Depósitos Compulsórios"
"31929100";"Sentenças Judiciais"
"31929200";"Despesas de Exercícios Anteriores"
"31929300";"Indenizações e Restituições"
"31929400";"Indenizações e Restituições Trabalhistas"
"31929500";"Indenização pela Execução de Trabalhos de Campo"
"31929600";"Ressarcimento de Despesas de Pessoal Requisitado"
"31950000";"Aplicações Diretas – LC 141 – Artigo 24"
"31950100";"Aposentadorias, Reserva Remunerada e Reformas"
"31950101";"Pagos com Recursos Vinculados (RPPS)"
"31950102";"Pagos com Recursos do Tesouro Municipal"
"31950300";"Pensões do RPPS e do militar"
"31950301";"Pagas com Recursos Vinculado (RPPS)"
"31950302";"Pagas com Recursos do Tesouro Municipal"
"31950400";"Contratação por Tempo Determinado"
"31950500";"Outros Benefícios Previdenciários do Servidor do Militar"
"31950700";"Contribuição a Entidades Fechadas de Previdência"
"31950800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"31951000";"Outros Benefícios de Natureza Social"
"31951100";"Pessoal Civil"
"31951101";"Vencimento e vantagens fixas Pessoal Civil (Vencimento Básico)"
"31951102";"Convocação Extraordinária (Inciso II, §6º, art. 57 da CF)"
"31951103";"Vencimento e vantagens fixas Pessoal Civil (Horas Extras)"
"31951104";"Pessoal Civil (Gratificações)"
"31951200";"Pessoal Militar"
"31951300";"Obrigações Patronais"
"31951301";"Contribuição para o Regime Geral de Previdência (INSS)"
"31951302";"Contribuição para o Regime Próprio de Previdência do Servidor (RPPS)"
"31951303";"Contribuição para Assistência Social do Servidor"
"31951304";"Contribuição para o FGTS"
"31951305";"Juros e Multa por Atraso no Pagamento"
"31951309";"Outros Encargos Patronais"
"31951600";"Pessoal Civil"
"31951700";"Pessoal Militar"
"31953400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"31953401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"31953402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"31953403";"Pessoa Física"
"31953404";"Obra"
"31953406";"Pessoa Jurídica"
"31956700";"Depósitos Compulsórios"
"31959100";"Sentenças Judiciais"
"31959200";"Despesas de Exercícios Anteriores"
"31959300";"Indenizações e Restituições"
"31959400";"Indenizações e Restituições Trabalhistas"
"31959500";"Indenização pela Execução de Trabalhos de Campo"
"31959600";"Ressarcimento de Despesas de Pessoal Requisitado"
"31960000";"Aplicações Diretas – LC 141 – Artigo 25"
"31960100";"Aposentadorias, Reserva Remunerada e Reformas"
"31960101";"Pagos com Recursos Vinculados (RPPS)"
"31960102";"Pagos com Recursos do Tesouro Municipal"
"31960300";"Pensões do RPPS e do militar"
"31960301";"Pagas com Recursos Vinculado (RPPS)"
"31960302";"Pagas com Recursos do Tesouro Municipal"
"31960400";"Contratação por Tempo Determinado"
"31960500";"Outros Benefícios Previdenciários do Servidor do Militar"
"31960700";"Contribuição a Entidades Fechadas de Previdência"
"31960800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"31961000";"Outros Benefícios de Natureza Social"
"31961100";"Pessoal Civil"
"31961101";"Vencimento e vantagens fixas Pessoal Civil (Vencimento Básico)"
"31961102";"Convocação Extraordinária (Inciso II, §6º, art. 57 da CF)"
"31961103";"Vencimento e vantagens fixas Pessoal Civil (Horas Extras)"
"31961104";"Pessoal Civil (Gratificações)"
"31961200";"Pessoal Militar"
"31961300";"Obrigações Patronais"
"31961301";"Contribuição para o Regime Geral de Previdência (INSS)"
"31961302";"Contribuição para o Regime Próprio de Previdência do Servidor (RPPS)"
"31961303";"Contribuição para Assistência Social do Servidor"
"31961304";"Contribuição para o FGTS"
"31961305";"Juros e Multa por Atraso no Pagamento"
"31961309";"Outros Encargos Patronais"
"31961600";"Pessoal Civil"
"31961700";"Pessoal Militar"
"31963400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"31963401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"31963402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"31963403";"Pessoa Física"
"31963404";"Obra"
"31963406";"Pessoa Jurídica"
"31966700";"Depósitos Compulsórios"
"31969100";"Sentenças Judiciais"
"31969200";"Despesas de Exercícios Anteriores"
"31969300";"Indenizações e Restituições"
"31969400";"Indenizações e Restituições Trabalhistas"
"31969500";"Indenização pela Execução de Trabalhos de Campo"
"31969600";"Ressarcimento de Despesas de Pessoal Requisitado"
"32000000";"Juros e Encargos da Dívida"
"32300000";"Transferências a Estados e ao Distrito Federal"
"32302100";"Juros sobre a Dívida por Contrato"
"32302200";"Outros Encargos sobre a Dívida por Contrato"
"32710000";"Transferências a Consórcios Públicos mediante contrato de rateio"
"32711100";"Pessoal Civil"
"32711300";"Obrigações Patronais"
"32717000";"Rateio pela Participação em Consórcio Público"
"32719200";"Despesas de Exercícios Anteriores"
"32719600";"Ressarcimento de Despesas de Pessoal Requisitado"
"32719900";"A Classificar"
"32900000";"Aplicações Diretas"
"32902100";"Juros sobre a Dívida por Contrato"
"32902200";"Outros Encargos sobre a Dívida por Contrato"
"32902300";"Juros, Deságios e Descontos da Dívida Mobiliária"
"32902400";"Outros Encargos sobre a Dívida Mobiliária"
"32902500";"Encargos sobre Operações de Crédito por Antecipação da Receita"
"32909100";"Sentenças Judiciais"
"32909200";"Despesas de Exercícios Anteriores"
"32909300";"Indenizações e Restituições"
"32910000";"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos"
"32912100";"Juros sobre a Dívida por Contrato"
"32912200";"Outros Encargos sobre a Dívida por Contrato"
"32912300";"Juros, Deságios e Descontos da Dívida Mobiliária"
"32912400";"Outros Encargos sobre a Dívida Mobiliária"
"32912500";"Encargos sobre Operações de Crédito por Antecipação da Receita"
"32919100";"Sentenças Judiciais"
"32919200";"Despesas de Exercícios Anteriores"
"32920000";"Aplicação Direta de Recursos Recebidos de Outros Entes da Federação Decorrentes de Delegação ou Desc"
"32922100";"Juros sobre a Dívida por Contrato"
"32922200";"Outros Encargos sobre a Dívida por Contrato"
"32922300";"Juros, Deságios e Descontos da Dívida Mobiliária"
"32922400";"Outros Encargos sobre a Dívida Mobiliária"
"32922500";"Encargos sobre Operações de Crédito por Antecipação da Receita"
"32929100";"Sentenças Judiciais"
"32929200";"Despesas de Exercícios Anteriores"
"32929300";"Indenizações e Restituições"
"32950000";"Aplicações Diretas – LC 141 – Artigo 24"
"32952100";"Juros sobre a Dívida por Contrato"
"32952200";"Outros Encargos sobre a Dívida por Contrato"
"32952300";"Juros, Deságios e Descontos da Dívida Mobiliária"
"32952400";"Outros Encargos sobre a Dívida Mobiliária"
"32952500";"Encargos sobre Operações de Crédito por Antecipação da Receita"
"32959100";"Sentenças Judiciais"
"32959200";"Despesas de Exercícios Anteriores"
"32959300";"Indenizações e Restituições"
"32960000";"Aplicações Diretas – LC 141 – Artigo 25"
"32962100";"Juros sobre a Dívida por Contrato"
"32962200";"Outros Encargos sobre a Dívida por Contrato"
"32962300";"Juros, Deságios e Descontos da Dívida Mobiliária"
"32962400";"Outros Encargos sobre a Dívida Mobiliária"
"32962500";"Encargos sobre Operações de Crédito por Antecipação da Receita"
"32969100";"Sentenças Judiciais"
"32969200";"Despesas de Exercícios Anteriores"
"32969300";"Indenizações e Restituições"
"33000000";"Outras Despesas Correntes"
"33200000";"Transferências à União"
"33200100";"Aposentadorias, Reserva Remunerada e Reformas"
"33200101";"Pagos com Recursos Vinculados (RPPS)"
"33200102";"Pagos com Recursos do Tesouro Municipal"
"33200300";"Pensões do RPPS e do militar"
"33200301";"Pagas com Recursos Vinculado (RPPS)"
"33201400";"Diárias – Civil"
"33201800";"Auxílio Financeiro a Estudantes"
"33203000";"Material de Consumo"
"33203001";"Suprimentos de Informática"
"33203002";"Combustíveis e Lubrificantes"
"33203003";"Material de Escritório, Expediente"
"33203004";"Medicamentos"
"33203005";"Material de Processamento de Dados"
"33203006";"Material para Manutenção de Veículos"
"33203007";"Material para Manutenção de Bens Móveis"
"33203008";"Material para Manutenção de Bens Imóveis"
"33203009";"Material para Manutenção de Máquinas e Embarcações"
"33203010";"Material Odontológico, Hospitalar e Ambulatorial"
"33203011";"Gêneros Alimentícios – Merenda Escolar"
"33203012";"Gêneros Alimentícios – Outros"
"33203099";"Material de Consumo – Outros"
"33203500";"Serviços de Consultoria"
"33203600";"Pessoa Física"
"33203601";"Locação de Imóvel"
"33203602";"Serviços de Natureza Eventual"
"33203603";"Estagiários e Monitores"
"33203699";"Pessoa Física"
"33203900";"Pessoa Jurídica"
"33203901";"Publicidade e Propaganda"
"33203902";"Locação de Veículos"
"33203903";"Locação de Imóvel"
"33203904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33203905";"Transporte de Resíduos Sólidos (Lixo)"
"33203906";"Serviços de Informática"
"33203907";"Serviços Gráficos"
"33203908";"Passagens Aéreas"
"33203909";"Serviços de Telefonia"
"33203910";"Serviços de Energia Elétrica"
"33203911";"Serviços de Fornecimento de Água"
"33203912";"Serviços de Cópias e Encadernações"
"33203913";"Serviços de Postagens"
"33203914";"Transporte"
"33203915";"Locação de Software"
"33203916";"Locação de Máquinas e Tratores"
"33203917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33203999";"Pessoa Jurídica"
"33204000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33204100";"Contribuições"
"33204200";"Auxílios"
"33204700";"Obrigações Tributárias e Contributivas"
"33209200";"Despesas de Exercícios Anteriores"
"33209300";"Indenizações e Restituições"
"33209700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33220000";"Execução Orçamentária Delegada à União"
"33221400";"Diárias – Civil"
"33223000";"Material de Consumo"
"33223001";"Suprimentos de Informática"
"33223002";"Combustíveis e Lubrificantes"
"33223003";"Material de Escritório, Expediente"
"33223004";"Medicamentos"
"33223005";"Material de Processamento de Dados"
"33223006";"Material para Manutenção de Veículos"
"33223007";"Material para Manutenção de Bens Móveis"
"33223008";"Material para Manutenção de Bens Imóveis"
"33223009";"Material para Manutenção de Máquinas e Embarcações"
"33223010";"Material Odontológico, Hospitalar e Ambulatorial"
"33223011";"Gêneros Alimentícios – Merenda Escolar"
"33223012";"Gêneros Alimentícios – Outros"
"33223099";"Material de Consumo – Outros"
"33223500";"Serviços de Consultoria"
"33223600";"Pessoa Física"
"33223601";"Locação de Imóvel"
"33223602";"Serviços de Natureza Eventual"
"33223603";"Estagiários e Monitores"
"33223699";"Pessoa Física"
"33223900";"Pessoa Jurídica"
"33223901";"Publicidade e Propaganda"
"33223902";"Locação de Veículos"
"33223903";"Locação de Imóvel"
"33223904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33223905";"Transporte de Resíduos Sólidos (Lixo)"
"33223906";"Serviços de Informática"
"33223907";"Serviços Gráficos"
"33223908";"Passagens Aéreas"
"33223909";"Serviços de Telefonia"
"33223910";"Serviços de Energia Elétrica"
"33223911";"Serviços de Fornecimento de Água"
"33223912";"Serviços de Cópias e Encadernações"
"33223913";"Serviços de Postagens"
"33223914";"Transporte"
"33223915";"Locação de Software"
"33223916";"Locação de Máquinas e Tratores"
"33223917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33223999";"Pessoa Jurídica"
"33224000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33224100";"Contribuições"
"33224200";"Auxílios"
"33224700";"Obrigações Tributárias e Contributivas"
"33229200";"Despesas de Exercícios Anteriores"
"33229300";"Indenizações e Restituições"
"33229700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33300000";"Transferências a Estados e ao Distrito Federal"
"33303000";"Material de Consumo"
"33303500";"Serviços de Consultoria"
"33303600";"Pessoa Física"
"33303900";"Pessoa Jurídica"
"33304000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33304100";"Contribuições"
"33304300";"Subvenções Sociais"
"33304700";"Obrigações Tributárias e Contributivas"
"33308100";"Distribuição Constitucional ou Legal de Receitas"
"33309200";"Despesas de Exercícios Anteriores"
"33309300";"Indenizações e Restituições"
"33310000";"Fundo a Fundo"
"33314100";"Contribuições"
"33319200";"Despesas de Exercícios Anteriores"
"33320000";"Execução Orçamentária Delegada a Estados e ao Distrito Federal"
"33321400";"Diárias – Civil"
"33321800";"Auxílio Financeiro a Estudantes"
"33322000";"Auxílio Financeiro a Pesquisadores"
"33323000";"Material de Consumo"
"33323001";"Suprimentos de Informática"
"33323002";"Combustíveis e Lubrificantes"
"33323003";"Material de Escritório, Expediente"
"33323004";"Medicamentos"
"33323005";"Material de Processamento de Dados"
"33323006";"Material para Manutenção de Veículos"
"33323007";"Material para Manutenção de Bens Móveis"
"33323008";"Material para Manutenção de Bens Imóveis"
"33323009";"Material para Manutenção de Máquinas e Embarcações"
"33323010";"Material Odontológico, Hospitalar e Ambulatorial"
"33323011";"Gêneros Alimentícios – Merenda Escolar"
"33323012";"Gêneros Alimentícios – Outros"
"33323099";"Material de Consumo – Outros"
"33323300";"Passagens e Despesas com Locomoção"
"33323301";"Passagens Aéreas"
"33323302";"Passagens Terrestres"
"33323303";"Passagens Marítimas e Fluviais"
"33323399";"Outras Despesas com Locomoção"
"33323500";"Serviços de Consultoria"
"33323600";"Pessoa Física"
"33323601";"Locação de Imóvel"
"33323602";"Serviços de Natureza Eventual"
"33323603";"Estagiários e Monitores"
"33323699";"Pessoa Física"
"33323900";"Pessoa Jurídica"
"33323901";"Publicidade e Propaganda"
"33323902";"Locação de Veículos"
"33323903";"Locação de Imóvel"
"33323904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33323905";"Transporte de Resíduos Sólidos (Lixo)"
"33323906";"Serviços de Informática"
"33323907";"Serviços Gráficos"
"33323908";"Passagens Aéreas"
"33323909";"Serviços de Telefonia"
"33323910";"Serviços de Energia Elétrica"
"33323911";"Serviços de Fornecimento de Água"
"33323912";"Serviços de Cópias e Encadernações"
"33323913";"Serviços de Postagens"
"33323914";"Transporte"
"33323915";"Locação de Software"
"33323916";"Locação de Máquinas e Tratores"
"33323917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33323999";"Pessoa Jurídica"
"33324000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33324700";"Obrigações Tributárias e Contributivas"
"33329200";"Despesas de Exercícios Anteriores"
"33329300";"Indenizações e Restituições"
"33329700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33400000";"Transferências a Municípios"
"33403500";"Serviços de Consultoria"
"33403600";"Pessoa Física"
"33403900";"Pessoa Jurídica"
"33404000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33404100";"Contribuições"
"33404300";"Subvenções Sociais"
"33408100";"Distribuição Constitucional ou Legal de Receitas"
"33409200";"Despesas de Exercícios Anteriores"
"33409300";"Indenizações e Restituições"
"33410000";"Fundo a Fundo"
"33414100";"Contribuições"
"33419200";"Despesas de Exercícios Anteriores"
"33420000";"Execução Orçamentária Delegada a Municípios"
"33421400";"Diárias – Civil"
"33421800";"Auxílio Financeiro a Estudantes"
"33423000";"Material de Consumo"
"33423001";"Suprimentos de Informática"
"33423002";"Combustíveis e Lubrificantes"
"33423003";"Material de Escritório, Expediente"
"33423004";"Medicamentos"
"33423005";"Material de Processamento de Dados"
"33423006";"Material para Manutenção de Veículos"
"33423007";"Material para Manutenção de Bens Móveis"
"33423008";"Material para Manutenção de Bens Imóveis"
"33423009";"Material para Manutenção de Máquinas e Embarcações"
"33423010";"Material Odontológico, Hospitalar e Ambulatorial"
"33423011";"Gêneros Alimentícios – Merenda Escolar"
"33423012";"Gêneros Alimentícios – Outros"
"33423099";"Material de Consumo – Outros"
"33423300";"Passagens e Despesas com Locomoção"
"33423301";"Passagens Aéreas"
"33423302";"Passagens Terrestres"
"33423303";"Passagens Marítimas e Fluviais"
"33423399";"Outras Despesas com Locomoção"
"33423500";"Serviços de Consultoria"
"33423600";"Pessoa Física"
"33423601";"Locação de Imóvel"
"33423602";"Serviços de Natureza Eventual"
"33423603";"Estagiários e Monitores"
"33423699";"Pessoa Física"
"33423900";"Pessoa Jurídica"
"33423901";"Publicidade e Propaganda"
"33423902";"Locação de Veículos"
"33423903";"Locação de Imóvel"
"33423904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33423905";"Transporte de Resíduos Sólidos (Lixo)"
"33423906";"Serviços de Informática"
"33423907";"Serviços Gráficos"
"33423908";"Passagens Aéreas"
"33423909";"Serviços de Telefonia"
"33423910";"Serviços de Energia Elétrica"
"33423911";"Serviços de Fornecimento de Água"
"33423912";"Serviços de Cópias e Encadernações"
"33423913";"Serviços de Postagens"
"33423914";"Transporte"
"33423915";"Locação de Software"
"33423916";"Locação de Máquinas e Tratores"
"33423917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33423999";"Pessoa Jurídica"
"33424000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33424700";"Obrigações Tributárias e Contributivas"
"33429200";"Despesas de Exercícios Anteriores"
"33429300";"Indenizações e Restituições"
"33429700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33500000";"Transferências a Instituições Privadas sem Fins Lucrativos"
"33501400";"Diárias – Civil"
"33501800";"Auxílio Financeiro a Estudantes"
"33502000";"Auxílio Financeiro a Pesquisadores"
"33503000";"Material de Consumo"
"33503001";"Suprimentos de Informática"
"33503002";"Combustíveis e Lubrificantes"
"33503003";"Material de Escritório, Expediente"
"33503004";"Medicamentos"
"33503005";"Material de Processamento de Dados"
"33503006";"Material para Manutenção de Veículos"
"33503007";"Material para Manutenção de Bens Móveis"
"33503008";"Material para Manutenção de Bens Imóveis"
"33503009";"Material para Manutenção de Máquinas e Embarcações"
"33503010";"Material Odontológico, Hospitalar e Ambulatorial"
"33503011";"Gêneros Alimentícios – Merenda Escolar"
"33503012";"Gêneros Alimentícios – Outros"
"33503099";"Material de Consumo – Outros"
"33503300";"Passagens e Despesas com Locomoção"
"33503301";"Passagens Aéreas"
"33503302";"Passagens Terrestres"
"33503303";"Passagens Marítimas e Fluviais"
"33503399";"Outras Despesas com Locomoção"
"33503500";"Serviços de Consultoria"
"33503600";"Pessoa Física"
"33503601";"Locação de Imóvel"
"33503602";"Serviços de Natureza Eventual"
"33503603";"Estagiários e Monitores"
"33503699";"Pessoa Física"
"33503900";"Pessoa Jurídica"
"33503901";"Publicidade e Propaganda"
"33503902";"Locação de Veículos"
"33503903";"Locação de Imóvel"
"33503904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33503905";"Transporte de Resíduos Sólidos (Lixo)"
"33503906";"Serviços de Informática"
"33503907";"Serviços Gráficos"
"33503908";"Passagens Aéreas"
"33503909";"Serviços de Telefonia"
"33503910";"Serviços de Energia Elétrica"
"33503911";"Serviços de Fornecimento de Água"
"33503912";"Serviços de Cópias e Encadernações"
"33503913";"Serviços de Postagens"
"33503914";"Transporte"
"33503915";"Locação de Software"
"33503916";"Locação de Máquinas e Tratores"
"33503917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33503999";"Pessoa Jurídica"
"33504000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33504100";"Contribuições"
"33504300";"Subvenções Sociais"
"33504500";"Subvenções Econômicas"
"33509200";"Despesas de Exercícios Anteriores"
"33509300";"Indenizações e Restituições"
"33509700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33600000";"Transferências a Instituições Privadas com Fins Lucrativos"
"33604100";"Contribuições"
"33604500";"Subvenções Econômicas"
"33609200";"Despesas de Exercícios Anteriores"
"33670000";"PPP"
"33674500";"Subvenções Econômicas"
"33678300";"PPP, exceto Subvenções Econômicas, Ap"
"33700000";"Transferências a Instituições Multigovernamentais."
"33704100";"Contribuições"
"33710000";"Transferências a Consórcios Públicos mediante contrato de rateio"
"33713900";"Pessoa Jurídica"
"33713901";"Publicidade e Propaganda"
"33713902";"Locação de Veículos"
"33713903";"Locação de Imóvel"
"33713904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33713905";"Transporte de Resíduos Sólidos (Lixo)"
"33713906";"Serviços de Informática"
"33713907";"Serviços Gráficos"
"33713908";"Passagens Aéreas"
"33713909";"Serviços de Telefonia"
"33713910";"Serviços de Energia Elétrica"
"33713911";"Serviços de Fornecimento de Água"
"33713912";"Serviços de Cópias e Encadernações"
"33713913";"Serviços de Postagens"
"33713914";"Transporte"
"33713915";"Locação de Software"
"33713916";"Locação de Máquinas e Tratores"
"33713917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33713999";"Pessoa Jurídica"
"33714000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33714100";"Contribuições"
"33714300";"Subvenções Sociais"
"33714700";"Obrigações Tributárias e Contributivas"
"33717000";"Rateio pela Participação em Consórcio Público"
"33719200";"Despesas de Exercícios Anteriores"
"33720000";"Execução Orçamentária Delegada a Consórcios Públicos"
"33720100";"Aposentadorias, Reserva Remunerada e Reformas"
"33720300";"Pensões do RPPS e do militar"
"33720400";"Contratação por Tempo Determinado"
"33720500";"Outros Benefícios Previdenciários do Servidor do Militar"
"33720600";"Benefício Mensal ao Deficiente e ao Idoso"
"33720800";"Outros Benefícios Assistenciais do Servidor e do Militar"
"33721000";"Outros Benefícios de Natureza Social"
"33721400";"Diárias – Civil"
"33721500";"Diárias – Militar"
"33721800";"Auxílio Financeiro a Estudantes"
"33721900";"Fardamento"
"33722000";"Auxílio Financeiro a Pesquisadores"
"33722600";"Obrigações decorrentes de Política Monetária"
"33722700";"Encargos pela Honra de Avais, Garantias, Seguros e Similares"
"33722800";"Remuneração de Cotas de Fundos Autárquicos"
"33723000";"Material de Consumo"
"33723001";"Suprimentos de Informática"
"33723002";"Combustíveis e Lubrificantes"
"33723003";"Material de Escritório, Expediente"
"33723004";"Medicamentos"
"33723005";"Material de Processamento de Dados"
"33723006";"Material para Manutenção de Veículos"
"33723007";"Material para Manutenção de Bens Móveis"
"33723008";"Material para Manutenção de Bens Imóveis"
"33723009";"Material para Manutenção de Máquinas e Embarcações"
"33723010";"Material Odontológico, Hospitalar e Ambulatorial"
"33723011";"Gêneros Alimentícios – Merenda Escolar"
"33723012";"Gêneros Alimentícios – Outros"
"33723099";"Material de Consumo – Outros"
"33723100";"Premiações Culturais, Artísticas, Científicas, Desportivas e Outras"
"33723200";"Material, Bem ou Serviço para Distribuição Gratuita"
"33723201";"Medicamentos para Distribuição Gratuita"
"33723202";"Cesta Básica"
"33723204";"Passagens"
"33723205";"Urnas Funerárias"
"33723299";"Outros Materiais para Distribuição Gratuita"
"33723300";"Passagens e Despesas com Locomoção"
"33723301";"Passagens Aéreas"
"33723400";"Outras Despesas de Pessoal Decorrentes de Contratos de Terceirização – LC 101 – Artigo 18, § 1º"
"33723401";"Outros Despesas de Pessoal – Terceirização – Pessoa Jurídica"
"33723402";"Outros Despesas de Pessoal – Terceirização – Pessoa Física"
"33723500";"Serviços de Consultoria"
"33723600";"Pessoa Física"
"33723601";"Locação de Imóvel"
"33723602";"Serviços de Natureza Eventual"
"33723603";"Estagiários e Monitores"
"33723699";"Pessoa Física"
"33723700";"Obra"
"33723800";"Arrendamento Mercantil"
"33723900";"Pessoa Jurídica"
"33723901";"Publicidade e Propaganda"
"33723902";"Locação de Veículos"
"33723903";"Locação de Imóvel"
"33723904";"Transporte de Resíduos Sólidos (Hospitalar)"
"33723905";"Transporte de Resíduos Sólidos (Lixo)"
"33723906";"Serviços de Informática"
"33723907";"Serviços Gráficos"
"33723908";"Passagens Aéreas"
"33723909";"Serviços de Telefonia"
"33723910";"Serviços de Energia Elétrica"
"33723911";"Serviços de Fornecimento de Água"
"33723912";"Serviços de Cópias e Encadernações"
"33723913";"Serviços de Postagens"
"33723914";"Transporte"
"33723915";"Locação de Software"
"33723916";"Locação de Máquinas e Tratores"
"33723917";"Locação de Móveis, Utensílios e Equipamentos de Informática"
"33723999";"Pessoa Jurídica"
"33724000";"Serviços de Tecnologia da Informação e Comunicação – Pessoa Jurídica"
"33724100";"Contribuições"
"33724200";"Auxílios"
"33724300";"Subvenções Sociais"
"33724700";"Obrigações Tributárias e Contributivas"
"33724800";"Outros Auxílios Financeiros a Pessoas Físicas"
"33724900";"Transporte"
"33726700";"Depósitos Compulsórios"
"33729100";"Sentenças Judiciais"
"33729200";"Despesas de Exercícios Anteriores"
"33729300";"Indenizações e Restituições"
"33729400";"Indenizações e Restituições Trabalhistas"
"33729500";"Indenização pela Execução de Trabalhos de Campo"
"33729600";"Ressarcimento de Despesas de Pessoal Requisitado"
"33729700";"Aporte para Cobertura do Déficit Atuarial do RPPS"
"33729800";"Compensações ao RGPS"
"33730000";"Transferências a Consórcios Públicos mediante contrato de rateio – LC 141 – Artigo 24"
"33737000";"Rateio pela Participação em Consórcio Público"
"33740000";"Transferências a Consórcios Públicos mediante contrato de rateio – LC 141 – Artigo 25"
"33747000";"Rateio pela Participação em Consórcio Público"
